id,inci_name,score,description,Restriction,Function
93,"1,2,4-TRIHYDROXYBENZENE",10,Safe ingredient (No EU restrictions),,HAIR DYEING
94,"1,2,6-HEXANETRIOL",10,Safe ingredient (No EU restrictions),,"HUMECTANT, SOLVENT, VISCOSITY CONTROLLING"
95,"1,2-BIS-(2-AMINOETHOXY)ETHANE",10,Safe ingredient (No EU restrictions),,NOT REPORTED
96,"1,2-BUTANEDIOL",10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING, SOLVENT, VISCOSITY CONTROLLING"
97,"1,2-DIHYDROLINALOOL",10,Safe ingredient (No EU restrictions),,PERFUMING
98,"1,2-HEPTANEDIOL",10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING - MISCELLANEOUS
99,"1,2-HEXANEDIOL",10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SOLVENT"
100,"1,2-HEXANEDIYL DICAPRATE",10,Safe ingredient (No EU restrictions),,BLEACHING
101,"1,3,4,6-TETRAMETHYL-2-PYRIMIDONE SULFATE",10,Safe ingredient (No EU restrictions),,HAIR DYEING
102,"1,3-BIS-(2,4-DIAMINOPHENOXY) PROPANE HCL",10,Safe ingredient (No EU restrictions),,NOT REPORTED
103,"1,3-BIS-(2,4-DIAMINOPHENOXY)PROPANE",-5,RESTRICTED in EU (Annex III),III/202,HAIR DYEING
104,"1,3-BIS-(2,4-DIAMINOPHENOXY)PROPANE HCL",-5,RESTRICTED in EU (Annex III),III/202,HAIR DYEING
105,"1,3-BIS-(ISOCYANATOMETHYL) CYCLOHEXANE",10,Safe ingredient (No EU restrictions),,NOT REPORTED
106,"1,3-DIMETHYL-3-PHENYLBUTYL ACETATE",10,Safe ingredient (No EU restrictions),,PERFUMING
107,"1,3-DIMETHYL-BICYCLOHEPTANE-2-CARBONITRILE",10,Safe ingredient (No EU restrictions),,PERFUMING
108,"1,3-EPOXY-4-VINYLCYCLOHEXANE",10,Safe ingredient (No EU restrictions),,NOT REPORTED
109,"1,4-BUTANEDIOL",10,Safe ingredient (No EU restrictions),,SOLVENT
110,"1,4-BUTANEDIOL BISDECANOATE",10,Safe ingredient (No EU restrictions),,BLEACHING
111,"1,4-BUTANEDIOL DIMETHACRYLATE",10,Safe ingredient (No EU restrictions),,FILM FORMING
112,"1,4-BUTANEDIOL/SUCCINIC ACID/ADIPIC ACID COPOLYMER",10,Safe ingredient (No EU restrictions),,ABRASIVE
113,"1,4-BUTANEDIOL/SUCCINIC ACID/ADIPIC ACID/HDI COPOLYMER",10,Safe ingredient (No EU restrictions),,"ABRASIVE, BINDING, FILM FORMING"
114,"1,4-CYCLOHEXANEDICARBOXYLIC ACID",10,Safe ingredient (No EU restrictions),,NOT REPORTED
115,"1,4-CYCLOHEXANEDIOL BIS-ETHYLHEXANOATE",10,Safe ingredient (No EU restrictions),,BLEACHING
116,"1,5,9-TRIMETHYL-OXABICYCLOTRIDECADIENE",10,Safe ingredient (No EU restrictions),,PERFUMING
117,"1,5-DIMETHYL-1-VINYLHEX-4-ENYL HEXANOATE",10,Safe ingredient (No EU restrictions),,PERFUMING
118,"1,5-NAPHTHALENEDIOL",-5,RESTRICTED in EU (Annex III),III/238,HAIR DYEING
119,"1,5-PENTANEDIOL",10,Safe ingredient (No EU restrictions),,SOLVENT
120,"1,6-HDI/POLYVINYL ALCOHOL/ETHYLENEDIAMINE CROSSPOLYMER",10,Safe ingredient (No EU restrictions),,FILM FORMING
121,"1,6-HEXAMETHYLENE DIISOCYANATE",10,Safe ingredient (No EU restrictions),,NOT REPORTED
122,"1,6-HEXANEDIAMINE",10,Safe ingredient (No EU restrictions),,BUFFERING
123,"1,7-NAPHTHALENEDIOL",-10,PROHIBITED in EU (Annex II),II/1228,HAIR DYEING
124,1-ACETONAPHTHONE,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, PERFUMING"
125,1-ACETOXY-2-METHYLNAPHTHALENE,-10,PROHIBITED in EU (Annex II),Annex III/212,HAIR DYEING
126,"1-ALLYL-3,4,6-TRIMETHYL-2-PYRIMIDONE BROMIDE",10,Safe ingredient (No EU restrictions),,HAIR DYEING
127,1-ETHYL-3-METHOXY-TRICYCLOHEPTANE,10,Safe ingredient (No EU restrictions),,PERFUMING
128,"1-ETHYLCYCLOHEXANE-1,4-DIMETHANOL",10,Safe ingredient (No EU restrictions),,PERFUMING
129,1-FURFURYL-1H-PYRROLE,10,Safe ingredient (No EU restrictions),,PERFUMING
130,1-HEXEN-3-OL,10,Safe ingredient (No EU restrictions),,PERFUMING
131,"1-HEXYL 4,5-DIAMINO PYRAZOLE SULFATE",-5,RESTRICTED in EU (Annex III),III/300,HAIR DYEING
132,"1-HYDROXYETHYL 4,5-DIAMINO PYRAZOLE SULFATE",10,Safe ingredient (No EU restrictions),,HAIR DYEING
133,1-ISOPROPYL-4-METHYLBICYCLOOCTENE-2-CARBALDEHYDE,10,Safe ingredient (No EU restrictions),,PERFUMING
134,1-METHYL-4-METHYLETHENYL-CYCLOHEXENE SULFURIZED,10,Safe ingredient (No EU restrictions),,PERFUMING
135,1-METHYL-4-METHYLVINYL-CYCLOHEXANOL,10,Safe ingredient (No EU restrictions),,PERFUMING
136,1-METHYL-4-METHYLVINYL-CYCLOHEXENE,-5,RESTRICTED in EU (Annex III),"III/88, III/167, III/168 ",PERFUMING
137,1-METHYL-4-METHYLVINYL-CYCLOHEXYL ACETATE,10,Safe ingredient (No EU restrictions),,PERFUMING
138,1-METHYLDECYL ACETATE,10,Safe ingredient (No EU restrictions),,PERFUMING
139,1-METHYLHYDANTOIN-2-IMIDE,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
140,1-NAPHTHALENEACETIC ACID,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
141,1-NAPHTHOL,-5,RESTRICTED in EU (Annex III),III/16,HAIR DYEING
142,1-NITROPROPANE,10,Safe ingredient (No EU restrictions),,SOLVENT
143,1-NONEN-3-OL,10,Safe ingredient (No EU restrictions),,PERFUMING
144,1-PENTEN-3-OL,10,Safe ingredient (No EU restrictions),,PERFUMING
145,1-PHENYLPROPYL ACETATE,10,Safe ingredient (No EU restrictions),,PERFUMING
146,1-TRIMETHYL-2-CYCLOHEXENYL-1-PENTEN-3-ONE,10,Safe ingredient (No EU restrictions),,PERFUMING
147,1-TRIMETHYL-3-CYCLOHEXENYLETHANONE,10,Safe ingredient (No EU restrictions),,PERFUMING
148,"10-HYDROXY-1,8-P-MENTHADIENE",10,Safe ingredient (No EU restrictions),,PERFUMING
149,10-HYDROXYDECANOIC ACID,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
150,10-HYDROXYDECENOIC ACID,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
151,10-HYDROXYSTEARIC ACID,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN PROTECTING"
152,10-UNDECENYL ACETATE,10,Safe ingredient (No EU restrictions),,PERFUMING
153,16-ALPHA ETHYL ESTRADIOLCARBOXYLATE,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
154,16-BETA METHYL ESTRADIOLPROPANOATE,10,Safe ingredient (No EU restrictions),,"SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
155,2'-DEOXYADENOSINE,10,Safe ingredient (No EU restrictions),,HAIR CONDITIONING
156,"2,2'-METHYLENEBIS 4-AMINOPHENOL",10,Safe ingredient (No EU restrictions),,HAIR DYEING
157,"2,2'-METHYLENEBIS 4-AMINOPHENOL HCL",10,Safe ingredient (No EU restrictions),,HAIR DYEING
158,"2,2'-THIOBIS(4-CHLOROPHENOL)",10,Safe ingredient (No EU restrictions),,ANTIMICROBIAL
159,"2,2-DIMETHYL-3-PHENYLPROPIONALDEHYDE",10,Safe ingredient (No EU restrictions),,PERFUMING
160,"2,3,4,4A,5,6,7,8-OCTAHYDRO-2,5,5-TRIMETHYL-2-NAPHTHOL",10,Safe ingredient (No EU restrictions),,PERFUMING
161,"2,3,6-TRIMETHYLCYCLOHEXYLMETHYL ACETATE",10,Safe ingredient (No EU restrictions),,PERFUMING
162,"2,3,6-TRIMETHYLPHENOL",10,Safe ingredient (No EU restrictions),,PERFUMING
163,"2,3-BUTANEDIOL",10,Safe ingredient (No EU restrictions),,"FRAGRANCE, HUMECTANT, SKIN CONDITIONING, SOLVENT"
164,"2,3-DIAMINODIHYDROPYRAZOLO PYRAZOLONE DIMETHOSULFONATE",10,Safe ingredient (No EU restrictions),,HAIR DYEING
165,"2,3-DIETHYLPYRAZINE",10,Safe ingredient (No EU restrictions),,PERFUMING
166,"2,3-DIHYDRO-2,2,6-TRIMETHYLBENZALDEHYDE",10,Safe ingredient (No EU restrictions),,PERFUMING
167,"2,3-DIMETHYL-2-NONENENITRILE",10,Safe ingredient (No EU restrictions),,PERFUMING
168,"2,3-DIMETHYL-4-(2,6,6-TRIMETHYL-1-CYCLOHEXENYL)-2-BUTENAL",10,Safe ingredient (No EU restrictions),,PERFUMING
169,"2,3-DIMETHYL-4-FORMYL-1-PHENYL-5-PYRAZOLONE",10,Safe ingredient (No EU restrictions),,HAIR DYEING
170,"2,3-EPOXYPROPYL COCODIMONIUM CHLORIDE",10,Safe ingredient (No EU restrictions),,NOT REPORTED
171,"2,3-EPOXYPROPYL LAURYLDIMONIUM CHLORIDE",10,Safe ingredient (No EU restrictions),,NOT REPORTED
172,"2,3-EPOXYPROPYLTRIMONIIUM CHLORIDE",-10,PROHIBITED in EU (Annex II),II/1473,NOT REPORTED
173,"2,3-NAPHTHALENEDIOL",-10,PROHIBITED in EU (Annex II),II/1213,HAIR DYEING
174,"2,3-XYLENOL",10,Safe ingredient (No EU restrictions),,PERFUMING
175,"2,4,6-TRIMETHYL-3-CYCLOHEXENECARBALDEHYDE",10,Safe ingredient (No EU restrictions),,PERFUMING
176,"2,4,6-TRIMETHYL-3-CYCLOHEXENYL-4-PENTEN-3-ONE",10,Safe ingredient (No EU restrictions),,PERFUMING
177,"2,4,6-TRIMETHYL-4-PHENYL-1,3-DIOXANE",10,Safe ingredient (No EU restrictions),,PERFUMING
178,"2,4,6-TRIMETHYLCYCLOHEXYLMETHYL ACETATE",10,Safe ingredient (No EU restrictions),,PERFUMING
179,"2,4-DIAMINO-5-METHYLPHENETOLE HCL",-10,PROHIBITED in EU (Annex II),II/1227,HAIR DYEING
180,"2,4-DIAMINO-5-METHYLPHENOXYETHANOL",-10,PROHIBITED in EU (Annex II),II/1314,HAIR DYEING
181,"2,4-DIAMINO-5-METHYLPHENOXYETHANOL HCL",-10,PROHIBITED in EU (Annex II),II/1314,HAIR DYEING
182,"2,4-DIAMINODIPHENYLAMINE",-10,PROHIBITED in EU (Annex II),II/1214,HAIR DYEING
183,"2,4-DIAMINOPHENOL",-10,PROHIBITED in EU (Annex II),II/1338,HAIR DYEING
184,"2,4-DIAMINOPHENOL HCL",-10,PROHIBITED in EU (Annex II),II/1338,HAIR DYEING
185,"2,4-DIAMINOPHENOXYETHANOL HCL",-5,RESTRICTED in EU (Annex III),III/242,HAIR DYEING
186,"2,4-DIAMINOPHENOXYETHANOL SULFATE",-5,RESTRICTED in EU (Annex III),III/242,HAIR DYEING
187,"2,4-DIETHYLPHENYL METHYL KETONE",10,Safe ingredient (No EU restrictions),,PERFUMING
188,"2,4-DIMETHYL CYCLOHEXENECARBONITRILE",10,Safe ingredient (No EU restrictions),,PERFUMING
189,"2,4-DIMETHYL-2-(5,6,7,8-TETRAHYDRO-3,5,5,6,8,8-HEXAMETHYL-2-NAPHTHALENYL)-1,3-DIOXOLANE",10,Safe ingredient (No EU restrictions),,PERFUMING
190,"2,4-DIMETHYL-3-CYCLOHEXENE CARBOXALDEHYDE",10,Safe ingredient (No EU restrictions),,"FRAGRANCE, PERFUMING, TONIC"
191,"2,4-DIMETHYL-3-CYCLOHEXENE-1-METHANOL",10,Safe ingredient (No EU restrictions),,PERFUMING
192,"2,4-DIMETHYL-3-CYCLOHEXENE-1-METHYLACETATE",10,Safe ingredient (No EU restrictions),,PERFUMING
193,"2,4-DIMETHYL-4,4A,5,9B-TETRAHYDROINDENO-1,3-DIOXIN",10,Safe ingredient (No EU restrictions),,PERFUMING
194,"2,4-DIMETHYL-4-PHENYLTETRAHYDROFURAN",10,Safe ingredient (No EU restrictions),,PERFUMING
195,"2,4-DIMETHYLBENZYLACETATE",10,Safe ingredient (No EU restrictions),,PERFUMING
196,"2,4-DIMETHYLCYCLOHEXYLMETHYL ACETATE",10,Safe ingredient (No EU restrictions),,PERFUMING
197,"2,4-DIMETHYLHEPTA-2,2-DIENAL",10,Safe ingredient (No EU restrictions),,PERFUMING
198,"2,4-DIMETHYLPYRIDINE",10,Safe ingredient (No EU restrictions),,PERFUMING
199,"2,4-HEXADIENAL",10,Safe ingredient (No EU restrictions),,PERFUMING
200,"2,4-HEXADIENOL",10,Safe ingredient (No EU restrictions),,PERFUMING
201,"2,4-HEXADIENYL ACETATE",10,Safe ingredient (No EU restrictions),,PERFUMING
202,"2,4-XYLENOL",10,Safe ingredient (No EU restrictions),,PERFUMING
203,"2,5,5-TRIMETHYL-2-PHENYL-1,3-DIOXANE",10,Safe ingredient (No EU restrictions),,PERFUMING
204,"2,5,6-TRIAMINO-4-PYRIMIDINOL SULFATE",-5,RESTRICTED in EU (Annex III),III/301,HAIR DYEING
205,"2,5,6-TRIMETHYL-2-CYCLOHEXENONE",10,Safe ingredient (No EU restrictions),,PERFUMING
206,"2,5-DIHYDRO-4-METHYLTHIAZOL-5-ETHANOL",10,Safe ingredient (No EU restrictions),,PERFUMING
207,"2,5-DIHYDROXYBENZOIC ACID",10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
208,"2,5-DIHYDROXYBENZOYL DIPEPTIDE-27",10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
209,"2,5-DIHYDROXYBENZOYL DIPEPTIDE-48",10,Safe ingredient (No EU restrictions),,"HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
210,"2,5-DIMETHYL-2-VINYLHEX-4-ENAL",10,Safe ingredient (No EU restrictions),,PERFUMING
211,"2,5-DIMETHYLPYRAZINE",10,Safe ingredient (No EU restrictions),,PERFUMING
212,"2,5-XYLENOL",10,Safe ingredient (No EU restrictions),,PERFUMING
213,"2,6,6-TRIMETHYL-1-CYCLOHEXENE-1-ACETALDEHYDE",10,Safe ingredient (No EU restrictions),,PERFUMING
214,"2,6,6-TRIMETHYL-2-CYCLOHEXENE-1-ACETALDEHYDE",10,Safe ingredient (No EU restrictions),,PERFUMING
215,"2,6,6-TRIMETHYL-2-CYCLOHEXENE-1-CARBALDEHYDE",10,Safe ingredient (No EU restrictions),,PERFUMING
216,"2,6,6-TRIMETHYLCYCLOHEXENE-1-CARBALDEHYDE",10,Safe ingredient (No EU restrictions),,PERFUMING
217,"2,6-BIS(2-HYDROXYETHOXY)-3,5-PYRIDINEDIAMINE HCL",-10,PROHIBITED in EU (Annex II),II/1215,HAIR DYEING
218,"2,6-DIAMINO-3-((PYRIDIN-3-YL)AZO)PYRIDINE",10,Safe ingredient (No EU restrictions),,HAIR DYEING
219,"2,6-DIAMINOPYRIDINE",10,Safe ingredient (No EU restrictions),,HAIR DYEING
220,"2,6-DIAMINOPYRIDINE SULFATE",10,Safe ingredient (No EU restrictions),,HAIR DYEING
221,"2,6-DICARBOXYPYRIDINE",10,Safe ingredient (No EU restrictions),,CHELATING
222,"2,6-DIHYDROXY-3,4-DIMETHYLPYRIDINE",-5,RESTRICTED in EU (Annex III),III/218,HAIR DYEING
223,"2,6-DIHYDROXYETHYLAMINOTOLUENE",-5,RESTRICTED in EU (Annex III),III/9,HAIR DYEING
224,"2,6-DIMETHOXY-3,5-PYRIDINEDIAMINE HCL",-5,RESTRICTED in EU (Annex III),III/232,HAIR DYEING
225,"2,6-DIMETHYL-4-HEPTANOL",10,Safe ingredient (No EU restrictions),,PERFUMING
226,"2,6-DIMETHYL-4-HEPTANONE",10,Safe ingredient (No EU restrictions),,PERFUMING
227,"2,6-DIMETHYL-7-OCTEN-2-OL",10,Safe ingredient (No EU restrictions),,"FRAGRANCE, PERFUMING"
228,"2,6-DIMETHYL-P-PHENYLENEDIAMINE",10,Safe ingredient (No EU restrictions),,HAIR DYEING
229,"2,6-DIMETHYL-P-PHENYLENEDIAMINE HCL",10,Safe ingredient (No EU restrictions),,HAIR DYEING
230,"2,6-DIMETHYLHEPTA-1,5-DIENE",10,Safe ingredient (No EU restrictions),,PERFUMING
231,"2,6-DIMETHYLHEPTANOL",10,Safe ingredient (No EU restrictions),,PERFUMING
232,"2,6-DIMETHYLPYRAZINE",10,Safe ingredient (No EU restrictions),,PERFUMING
233,"2,6-XYLENOL",10,Safe ingredient (No EU restrictions),,PERFUMING
234,"2,7-DIMETHYL-10-ISOPROPYL-1-OXASPIRO-3,6-DECADIENE",10,Safe ingredient (No EU restrictions),,PERFUMING
235,"2,7-DIMETHYL-5-OCTEN-4-ONE",10,Safe ingredient (No EU restrictions),,PERFUMING
236,"2,7-DIMETHYL-6-OCTEN-4-ONE",10,Safe ingredient (No EU restrictions),,PERFUMING
237,"2,7-NAPHTHALENEDIOL",-5,RESTRICTED in EU (Annex III),III/216,HAIR DYEING
238,2-(1-ETHYLPROPYL)PYRIDINE,10,Safe ingredient (No EU restrictions),,PERFUMING
239,2-(2-AMINOETHOXY)ETHANOL,10,Safe ingredient (No EU restrictions),,HAIR FIXING
240,2-ACETONAPHTHONE,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, PERFUMING"
241,2-ACETYLHYDROQUINONE,10,Safe ingredient (No EU restrictions),,"ANTIOXIDANT, BLEACHING, SKIN CONDITIONING"
242,2-ACRYLAMIDO-2-METHYLPROPANE SULFONIC ACID,-5,RESTRICTED in EU (Annex III),III/33,NOT REPORTED
243,2-ALLYLOXYETHOXY GLUCOSIDE,10,Safe ingredient (No EU restrictions),,NOT REPORTED
244,2-AMINO-3-HYDROXYPYRIDINE,-10,PROHIBITED in EU (Annex II),Annex III/211 - Directive 2012/21/EU,HAIR DYEING
245,2-AMINO-3-NITROPHENOL,-10,PROHIBITED in EU (Annex II),II/1317,HAIR DYEING
246,"2-AMINO-4,5-DIMETHYLTHIAZOLE HBR",10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING
247,2-AMINO-4-HYDROXYETHYLAMINOANISOLE,-5,RESTRICTED in EU (Annex III),III/245,HAIR DYEING
248,2-AMINO-4-HYDROXYETHYLAMINOANISOLE SULFATE,-5,RESTRICTED in EU (Annex III),III/245,HAIR DYEING
249,2-AMINO-4-NITROPHENOL,-10,PROHIBITED in EU (Annex II),II/383,HAIR DYEING
250,2-AMINO-4-NITROPHENOL SULFATE,-10,PROHIBITED in EU (Annex II),II/383,HAIR DYEING
251,2-AMINO-5-ETHYLPHENOL HCL,10,Safe ingredient (No EU restrictions),,HAIR DYEING
252,2-AMINO-5-NITROPHENOL,-10,PROHIBITED in EU (Annex II),II/384,HAIR DYEING
253,2-AMINO-6-CHLORO-4-NITROPHENOL,-5,RESTRICTED in EU (Annex III),III/252,HAIR DYEING
254,2-AMINOBUTANOL,-5,RESTRICTED in EU (Annex III),III/61,BUFFERING
255,2-AMINOMETHYL-P-AMINOPHENOL HCL,-10,PROHIBITED in EU (Annex II),II/1230,HAIR DYEING
256,2-BENZYLHEPTANOL,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, PERFUMING"
257,"2-BROMO-2-NITROPROPANE-1,3-DIOL",0,ALLOWED PRESERVATIVE (Annex V),V/21,PRESERVATIVE
258,2-CAPRYLOYL CAPRYLOYL METHYL ALANINATE,10,Safe ingredient (No EU restrictions),,"ANTI-SEBUM, HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SKIN PROTECTING"
259,2-CARENYL METHYL KETONE,10,Safe ingredient (No EU restrictions),,PERFUMING
260,2-CHLORO-5-NITRO-N-HYDROXYETHYL-P-PHENYLENEDIAMINE,-10,PROHIBITED in EU (Annex II),II/1318,HAIR DYEING
261,2-CHLORO-6-ETHYLAMINO-4-NITROPHENOL,-5,RESTRICTED in EU (Annex III),"III/201
",HAIR DYEING
262,2-CHLORO-P-PHENYLENEDIAMINE,10,Safe ingredient (No EU restrictions),,HAIR DYEING
263,2-CHLORO-P-PHENYLENEDIAMINE SULFATE,10,Safe ingredient (No EU restrictions),,HAIR DYEING
264,2-CYANOMETHYL BENZIMIDAZOLE,10,Safe ingredient (No EU restrictions),,HAIR DYEING
265,2-CYCLOHEXENYL CYCLOHEXANONE,10,Safe ingredient (No EU restrictions),,PERFUMING
266,2-CYCLOHEXYLETHYL ACETATE,10,Safe ingredient (No EU restrictions),,"FLAVOURING, FRAGRANCE"
267,2-DECENAL,10,Safe ingredient (No EU restrictions),,PERFUMING
268,2-DECENOL,10,Safe ingredient (No EU restrictions),,PERFUMING
269,2-DIMETHYLBICYCLOHEPT-2-YLIDENE ETHANOL,10,Safe ingredient (No EU restrictions),,PERFUMING
270,"2-DIMETHYLCYCLOHEXENYL-5-METHYL-5-METHYLPROPYL-1,3-DIOXANE",10,Safe ingredient (No EU restrictions),,PERFUMING
271,2-DODECENAL,10,Safe ingredient (No EU restrictions),,PERFUMING
272,2-DODECENOL,10,Safe ingredient (No EU restrictions),,PERFUMING
273,"2-ETHOXY-2,6,6-TRIMETHYL-9-METHYLENEBICYCLO[3.3.1]NONANE",10,Safe ingredient (No EU restrictions),,PERFUMING
274,"2-ETHYL-1,3,3-TRIMETHYLBICYCLO[2.2.1]HEPTAN-2-OL",10,Safe ingredient (No EU restrictions),,PERFUMING
275,2-ETHYL-2-(3-METHYLBUT-2-ENYL)HEX-3-ENOL,10,Safe ingredient (No EU restrictions),,PERFUMING
276,"2-ETHYL-3,(5 OR 6)-DIMETHYLPYRAZINE",10,Safe ingredient (No EU restrictions),,PERFUMING
277,"2-ETHYL-3,5-DIMETHYLPYRAZINE",10,Safe ingredient (No EU restrictions),,PERFUMING
278,2-ETHYL-3-METHYLPYRAZINE,10,Safe ingredient (No EU restrictions),,PERFUMING
279,2-ETHYL-4-HYDROXY-5-METHYLFURAN-3(2H)-ONE,10,Safe ingredient (No EU restrictions),,PERFUMING
280,2-ETHYL-5-METHOXY-BICYCLOHEPTANE,10,Safe ingredient (No EU restrictions),,PERFUMING
281,2-ETHYLBUTANOL,10,Safe ingredient (No EU restrictions),,PERFUMING
282,2-ETHYLBUTYL CYCLOPENT-1-ENEACETATE,10,Safe ingredient (No EU restrictions),,PERFUMING
283,2-ETHYLBUTYL CYCLOPENT-2-ENEACETATE,10,Safe ingredient (No EU restrictions),,PERFUMING
284,2-ETHYLBUTYRIC ACID,10,Safe ingredient (No EU restrictions),,PERFUMING
285,2-ETHYLHEXANOL,10,Safe ingredient (No EU restrictions),,NOT REPORTED
286,2-ETHYLHEXYLAL,10,Safe ingredient (No EU restrictions),,SOLVENT
287,2-ETHYLIDENEDECANAL,10,Safe ingredient (No EU restrictions),,PERFUMING
288,"2-ETHYLPENTYL-1,3-DIOXOLANE",10,Safe ingredient (No EU restrictions),,PERFUMING
289,2-FURANCARBALDEHYDE/HEPTANAL HYDROGENATED,10,Safe ingredient (No EU restrictions),,PERFUMING
290,2-FURFURYLENEOCTANAL,10,Safe ingredient (No EU restrictions),,PERFUMING
291,2-FURYL METHYL KETONE,10,Safe ingredient (No EU restrictions),,PERFUMING
292,2-FURYLMETHANETHIOL,10,Safe ingredient (No EU restrictions),,PERFUMING
293,2-HEPTANOL,10,Safe ingredient (No EU restrictions),,PERFUMING
294,2-HEPTYLCYCLOPENTANONE,10,Safe ingredient (No EU restrictions),,"FRAGRANCE, PERFUMING"
295,2-HEPTYLFURAN,10,Safe ingredient (No EU restrictions),,PERFUMING
296,2-HEPTYLIDENECYCLOPENTANONE,10,Safe ingredient (No EU restrictions),,PERFUMING
297,2-HEXANOL,10,Safe ingredient (No EU restrictions),,PERFUMING
298,2-HEXENOL,10,Safe ingredient (No EU restrictions),,PERFUMING
299,"2-HEXYL-1,3-DIOXANOL",10,Safe ingredient (No EU restrictions),,PERFUMING
300,"2-HEXYL-1,3-DIOXOLANE",10,Safe ingredient (No EU restrictions),,PERFUMING
301,"2-HEXYL-1,3-DIOXOLANE-4-METHANOL",10,Safe ingredient (No EU restrictions),,PERFUMING
302,2-HEXYLIDENECYCLOHEXAN-1-ONE,10,Safe ingredient (No EU restrictions),,PERFUMING
303,2-HEXYLIDENECYCLOPENTANONE,-5,RESTRICTED in EU (Annex III),III/177,PERFUMING
304,2-HEXYLOXY-P-PHENYLENEDIAMINE HCL,10,Safe ingredient (No EU restrictions),,HAIR DYEING
305,2-HEXYLOXYCARBONYL-P-PHENYLENEDIAMINE HCL,10,Safe ingredient (No EU restrictions),,HAIR DYEING
306,2-HYDROXYETHYL ACRYLATE,10,Safe ingredient (No EU restrictions),,FILM FORMING
307,2-HYDROXYETHYL PICRAMIC ACID,-5,RESTRICTED in EU (Annex III),III/222,HAIR DYEING
308,2-HYDROXYETHYLAMINO-5-NITROANISOLE,-5,RESTRICTED in EU (Annex III),III/236,HAIR DYEING
309,2-HYDROXYPROPYL ACRYLATE,10,Safe ingredient (No EU restrictions),,FILM FORMING
310,2-HYDROXYPROPYLCARBAMATO AMODIMETHICONE,10,Safe ingredient (No EU restrictions),,HAIR CONDITIONING
311,2-ISOBUTYLQUINOLINE,10,Safe ingredient (No EU restrictions),,PERFUMING
312,2-ISOPENTENAL,10,Safe ingredient (No EU restrictions),,PERFUMING
313,2-ISOPENTENYL PHENETHYL ETHER,10,Safe ingredient (No EU restrictions),,PERFUMING
314,2-ISOPENTENYL SALICYLATE,10,Safe ingredient (No EU restrictions),,PERFUMING
315,2-ISOPROPYL-4-METHYLANISOLE,10,Safe ingredient (No EU restrictions),,PERFUMING
316,2-ISOPROPYL-5-METHYLANISOLE,10,Safe ingredient (No EU restrictions),,PERFUMING
317,2-M-CRESYLETHANOL,10,Safe ingredient (No EU restrictions),,PERFUMING
318,2-MELOZOL ACETATE,10,Safe ingredient (No EU restrictions),,PERFUMING
319,2-MELOZOL FORMATE,10,Safe ingredient (No EU restrictions),,PERFUMING
320,2-MERCAPTONICOTINOYL GLYCINE,10,Safe ingredient (No EU restrictions),,SKIN CONDITIONING - MISCELLANEOUS
321,2-METHOXY-3-METHYLPYRAZINE,10,Safe ingredient (No EU restrictions),,PERFUMING
322,2-METHOXY-4-METHOXYMETHYL-PHENOL,10,Safe ingredient (No EU restrictions),,PERFUMING
323,2-METHOXY-P-CRESOL,10,Safe ingredient (No EU restrictions),,PERFUMING
324,2-METHOXY-P-PHENYLENEDIAMINE SULFATE,10,Safe ingredient (No EU restrictions),,HAIR DYEING
325,2-METHOXYMETHYL-P-AMINOPHENOL HCL,-10,PROHIBITED in EU (Annex II),II/1216,HAIR DYEING
326,2-METHOXYMETHYL-P-PHENYLENEDIAMINE,10,Safe ingredient (No EU restrictions),,HAIR DYEING
327,2-METHOXYMETHYL-P-PHENYLENEDIAMINE SULFATE,10,Safe ingredient (No EU restrictions),,HAIR DYEING
328,"2-METHOXYPHENOL/2,2-DIMETHYL-3-METHYLENEBICYCLO-HEPTANE HYDROGENATED",10,Safe ingredient (No EU restrictions),,PERFUMING
329,2-METHYL 5-CYCLOHEXYLPENTANOL,10,Safe ingredient (No EU restrictions),,"DEODORANT, SKIN CONDITIONING, SKIN PROTECTING"
330,2-METHYL 5-PHENYLPENTANOL,10,Safe ingredient (No EU restrictions),,FRAGRANCE
