name,score,description
Phenothiazine (INN) and its compounds,-10,Substanta INTERZISA in UE (Anexa II)
"Thiourea and its derivatives, with the exception of the one listed in Annex III",-10,Substanta INTERZISA in UE (Anexa II)
Mephenesin (INN) and its esters,-10,Substanta INTERZISA in UE (Anexa II)
"Vaccines, toxins or serums defined as immunological medicinal products pursuant to Article 1(4) of Directive 2001/83/EC",-10,Substanta INTERZISA in UE (Anexa II)
Tranylcypromine (INN) and its salts,-10,Substanta INTERZISA in UE (Anexa II)
Trichloronitromethane (chloropicrine),-10,Substanta INTERZISA in UE (Anexa II)
"2,2,2-Tribromoethanol (tribromoethyl alcohol)",-10,Substanta INTERZISA in UE (Anexa II)
Trichlormethine (INN) and its salts,-10,Substanta INTERZISA in UE (Anexa II)
Tretamine (INN),-10,Substanta INTERZISA in UE (Anexa II)
Gallamine triethiodide (INN),-10,Substanta INTERZISA in UE (Anexa II)
Urginea scilla Steinh. and its galenical preparations,-10,Substanta INTERZISA in UE (Anexa II)
"Veratrine, its salts and galenical preparations",-10,Substanta INTERZISA in UE (Anexa II)
Schoenocaulon officinale Lind (seeds and galenical preparations),-10,Substanta INTERZISA in UE (Anexa II)
Veratrum spp. and their preparations,-10,Substanta INTERZISA in UE (Anexa II)
Vinyl chloride monomer,-10,Substanta INTERZISA in UE (Anexa II)
Ergocalciferol (INN) and Cholecalciferol (vitamins D2 and D3),-10,Substanta INTERZISA in UE (Anexa II)
Salts of O-alkyldithiocarbonic acids,-10,Substanta INTERZISA in UE (Anexa II)
Yohimbine and its salts,-10,Substanta INTERZISA in UE (Anexa II)
Dimethyl sulfoxide (INN),-10,Substanta INTERZISA in UE (Anexa II)
Diphenhydramine (INN) and its salts,-10,Substanta INTERZISA in UE (Anexa II)
4-tert-Butylphenol,-10,Substanta INTERZISA in UE (Anexa II)
4-tert-Butylpyrocatechol,-10,Substanta INTERZISA in UE (Anexa II)
Dihydrotachysterol (INN),-10,Substanta INTERZISA in UE (Anexa II)
Dioxane,-10,Substanta INTERZISA in UE (Anexa II)
Morpholine and its salts,-10,Substanta INTERZISA in UE (Anexa II)
Pyrethrum album L. and its galenical preparations,-10,Substanta INTERZISA in UE (Anexa II)
2-[4-Methoxybenzyl-N-(2-pyridyl)amino]ethyldimethylamine maleate (Mepyramine maleate; pyrilamine maleate),-10,Substanta INTERZISA in UE (Anexa II)
Tripelennamine (INN),-10,Substanta INTERZISA in UE (Anexa II)
Tetrachlorosalicylanilides,-10,Substanta INTERZISA in UE (Anexa II)
Dichlorosalicylanilides,-10,Substanta INTERZISA in UE (Anexa II)
Tetrabromosalicylanilides,-10,Substanta INTERZISA in UE (Anexa II)
Dibromosalicylanilides,-10,Substanta INTERZISA in UE (Anexa II)
Bithionol (INN),-10,Substanta INTERZISA in UE (Anexa II)
Thiuram monosulphides,-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
"Dimethylformamide (N,N-Dimethylformamide)",-10,Substanta INTERZISA in UE (Anexa II)
4-Phenylbut-3-en-2-one (Benzylideneacetone),-10,Substanta INTERZISA in UE (Anexa II)
Benzoates of 4-hydroxy-3-methoxycinnamyl alcohol (coniferyl alcohol) except for normal content in natural essences used,-10,Substanta INTERZISA in UE (Anexa II)
"Furocoumarines (e.g. trioxysalen (INN), 8-methoxypsoralen, 5-methoxypsoralen) except for normal content in natural essences used. 
In sun protection and in bronzing products, furocoumarines shall be below 1 mg/kg",-10,Substanta INTERZISA in UE (Anexa II)
Oil from the seeds of Laurus nobilis L.,-10,Substanta INTERZISA in UE (Anexa II)
"Safrole, except for normal content in the natural essences used and provided that the concentration does not exceed: 
100 ppm in the finished cosmetic product, 50 ppm in products for dental and oral hygiene, and provided that Safrole is not present in toothpastes intended specifically for children",-10,Substanta INTERZISA in UE (Anexa II)
"5,5'-Di-isopropyl-2,2'-dimethylbiphenyl-4,4'-diyl dihypoiodite (thymol iodide)",-10,Substanta INTERZISA in UE (Anexa II)
"3'-Ethyl-5',6',7',8'-tetrahydro-5',5',8',8'-tetramethyl-2'-acetonaphthone or 7-acetyl-6-ethyl-1,1,4,4-tetramethyl-1,2,3,4-tetrahydronaphthalen (AETT; Versalide)",-10,Substanta INTERZISA in UE (Anexa II)
o-Phenylenediamine and its salts,-10,Substanta INTERZISA in UE (Anexa II)
"4-Methyl-m-phenylenediamine (Toluene-2,4-diamine) and its salts",-10,Substanta INTERZISA in UE (Anexa II)
Aristolochic acid and its salts; Aristolochia spp. and their preparations,-10,Substanta INTERZISA in UE (Anexa II)
Chloroform,-10,Substanta INTERZISA in UE (Anexa II)
"2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD)",-10,Substanta INTERZISA in UE (Anexa II)
"2,6-Dimethyl-1,3-dioxan-4-yl acetate (Dimethoxane)",-10,Substanta INTERZISA in UE (Anexa II)
Pyrithione sodium (INNM) (2),-10,Substanta INTERZISA in UE (Anexa II)
"captan (ISO); 1,2,3,6-tetrahydro-N-(trichloromethylthio)phthalimide",-10,Substanta INTERZISA in UE (Anexa II)
"2,2'-Dihydroxy-3,3',5,5',6,6'-hexachlorodiphenylmethane (Hexachlorophene (INN))",-10,Substanta INTERZISA in UE (Anexa II)
"6-(Piperidinyl)-2,4-pyrimidinediamine-3-oxide (Minoxidil (INN)) and its salts",-10,Substanta INTERZISA in UE (Anexa II)
"3,4',5-Tribromosalicylanilide (Tribromsalan (INN))",-10,Substanta INTERZISA in UE (Anexa II)
Phytolacca spp. and their preparations,-10,Substanta INTERZISA in UE (Anexa II)
Tretinoin (INN) (retinoic acid and its salts),-10,Substanta INTERZISA in UE (Anexa II)
"1-Methoxy-2,4-diaminobenzene (2,4-Diaminoanisole - CI 76050) and its salts",-10,Substanta INTERZISA in UE (Anexa II)
"1-Methoxy-2,5-diaminobenzene (2,5-Diaminoanisole) and its salts",-10,Substanta INTERZISA in UE (Anexa II)
Colouring agent CI 12140,-10,Substanta INTERZISA in UE (Anexa II)
Colouring agent CI 26105 (Solvent Red 24),-10,Substanta INTERZISA in UE (Anexa II)
"4-[[4,4'-bis(dimethylamino)benzhydrylidene]cyclohexa-2,5-dien-1-ylidene]dimethylammonium chloride [1]; tris[4-(dimethylamino) phenyl]methanol [2]",-10,Substanta INTERZISA in UE (Anexa II)
"Amyl 4-dimethylaminobenzoate, mixed isomers (Padimate A (INN))",-10,Substanta INTERZISA in UE (Anexa II)
2-Amino-4-nitrophenol,-10,Substanta INTERZISA in UE (Anexa II)
2-Amino-5-nitrophenol,-10,Substanta INTERZISA in UE (Anexa II)
"11-alpha-Hydroxypregn-4-ene-3,20-dione and its esters",-10,Substanta INTERZISA in UE (Anexa II)
"Colouring agent CI 42640 ([4-[[4-(Dimethylamino)phenyl][4-[ethyl(3-sulphonatobenzyl)amino]phenyl]methylene]cyclohexa-2,5-dien-1-ylidene](ethyl)(3-sulphonatobenzyl)ammonium, sodium salt)",-10,Substanta INTERZISA in UE (Anexa II)
Colouring agent CI 13065,-10,Substanta INTERZISA in UE (Anexa II)
Colouring agent CI 42535 (Basic Violet 1),-10,Substanta INTERZISA in UE (Anexa II)
Colouring agent CI 61554 (Solvent Blue 35),-10,Substanta INTERZISA in UE (Anexa II)
Anti-androgens of steroidal structure,-10,Substanta INTERZISA in UE (Anexa II)
"Zirconium and its compounds, with the exception of the substances listed under reference number 50 in Annex III, and the zirconium lakes, pigments or salts of the colouring agents when listed Annex IV",-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
Acetonitrile,-10,Substanta INTERZISA in UE (Anexa II)
Tetrahydrozoline (Tetryzoline (INN)) and its salts,-10,Substanta INTERZISA in UE (Anexa II)
"Hydroxy-8-quinoline and its sulphate bis(8-hydroxyquinolinium) sulphate, except for the uses of the  sulphate provided for in entry 51 of Annex III",-10,Substanta INTERZISA in UE (Anexa II)
"Dithio-2,2'-bispyridine-dioxide-1,1' (additive with trihydrated magnesium sulphate) - (pyrithione disulphide + magnesium sulphate)",-10,Substanta INTERZISA in UE (Anexa II)
"Colouring agent CI 12075 (Pigment Orange 5) and its lakes, pigments and salts",-10,Substanta INTERZISA in UE (Anexa II)
"Colouring agent CI 45170, Colouring agent CI 45170:1 (Basic Violet 10)",-10,Substanta INTERZISA in UE (Anexa II)
Lidocaine (INN),-10,Substanta INTERZISA in UE (Anexa II)
"1,2-Epoxybutane",-10,Substanta INTERZISA in UE (Anexa II)
Colouring agent CI 15585,-10,Substanta INTERZISA in UE (Anexa II)
Strontium lactate,-10,Substanta INTERZISA in UE (Anexa II)
Strontium nitrate,-10,Substanta INTERZISA in UE (Anexa II)
Strontium polycarboxylate,-10,Substanta INTERZISA in UE (Anexa II)
Pramocaine (INN),-10,Substanta INTERZISA in UE (Anexa II)
4-Ethoxy-m-phenylenediamine and its salts,-10,Substanta INTERZISA in UE (Anexa II)
"2,4-Diaminophenylethanol and its salts",-10,Substanta INTERZISA in UE (Anexa II)
Pyrocatechol (Catechol),-10,Substanta INTERZISA in UE (Anexa II)
Pyrogallol,-10,Substanta INTERZISA in UE (Anexa II)
"Nitrosamines e.g. Dimethylnitrosoamine; Nitrosodipropylamine; 2,2'-(Nitrosoimino)bisethanol",-10,Substanta INTERZISA in UE (Anexa II)
Secondary alkyl- and alkanolamines and their salts,-10,Substanta INTERZISA in UE (Anexa II)
4-Amino-2-nitrophenol,-10,Substanta INTERZISA in UE (Anexa II)
"2-Methyl-m-phenylenediamine (Toluene-2,6-diamine)",-10,Substanta INTERZISA in UE (Anexa II)
"4-tert.-Butyl-3-methoxy-2,6-dinitrotoluene (Musk ambrette)",-10,Substanta INTERZISA in UE (Anexa II)
Moved or deleted,-10,Substanta INTERZISA in UE (Anexa II)
"Cells, tissues or products of human origin",-10,Substanta INTERZISA in UE (Anexa II)
"3,3-Bis(4-hydroxyphenyl)phthalide (Phenolphthalein (INN))",-10,Substanta INTERZISA in UE (Anexa II)
3-Imidazol-4-ylacrylic acid (Urocanic acid) and its ethyl ester,-10,Substanta INTERZISA in UE (Anexa II)
"Category 1 material and Category 2 material as defined in Articles 4 and 5 respectively of Regulation (EC) No 1774/2002 of the European Parliament and of the Council (3), and ingredients derived therefrom",-10,Substanta INTERZISA in UE (Anexa II)
Crude and refined coal tars,-10,Substanta INTERZISA in UE (Anexa II)
"1,1,3,3,5-Pentamethyl-4,6-dinitroindane (Moskene)",-10,Substanta INTERZISA in UE (Anexa II)
"5-tert.-Butyl-1,2,3-trimethyl-4,6-dinitrobenzene (Musk Tibetene)",-10,Substanta INTERZISA in UE (Anexa II)
"Alanroot oil (Inula helenium L.) (CAS No 97676-35-2), when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"Benzyl cyanide, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"Cyclamen alcohol, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"Diethyl maleate, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"3,4-Dihydrocoumarin, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"2,4-Dihydroxy-3-methylbenzaldehyde, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"3,7-Dimethyl-2-octen-1-ol (6,7-Dihydrogeraniol), when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"4,6-Dimethyl-8-tert-butylcoumarin, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"Dimethyl citraconate, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"7,11-Dimethyl-4,6,10-dodecatrien-3-one (Pseudomethylionone), when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"6,10-Dimethyl-3,5,9-undecatrien-2-one (Pseudoionone), when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"Diphenylamine, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"Ethyl acrylate, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"Fig leaf absolute (Ficus carica L.), when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"trans-2-Heptenal, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"trans-2-Hexenal diethyl acetal, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"trans-2-Hexenal dimethyl acetal, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"Hydroabietyl alcohol, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"6-Isopropyl-2-decahydronaphthalenol, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"7-Methoxycoumarin, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"4-(4-Methoxyphenyl)-3-butene-2-one (Anisylidene acetone), when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"1-(4-Methoxyphenyl)-1-pentene-3-one (alpha-Methylanisylideneacetone), when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"Methyl trans-2-butenoate, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"7-Methylcoumarin, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"5-Methyl-2,3-hexanedione (Acetyl isovaleryl), when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"2-Pentylidenecyclohexanone, when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
"3,6,10-Trimethyl-3,5,9-undecatrien-2-one (Pseudo-Isomethyl ionone), when used as a fragrance ingredient",-10,Substanta INTERZISA in UE (Anexa II)
Verbena essential oils (Lippia citriodora Kunth.) and derivatives other than absolute when used as a fragrance ingredient,-10,Substanta INTERZISA in UE (Anexa II)
"6-(2-Chloroethyl)-6-(2-methoxyethoxy)-2,5,7,10-tetraoxa-6-silaundecane",-10,Substanta INTERZISA in UE (Anexa II)
Cobalt dichloride,-10,Substanta INTERZISA in UE (Anexa II)
Cobalt sulphate,-10,Substanta INTERZISA in UE (Anexa II)
Nickel monoxide [1]; nickel oxide [2]; bunsenite [3],-10,Substanta INTERZISA in UE (Anexa II)
Dinickel trioxide,-10,Substanta INTERZISA in UE (Anexa II)
Nickel dioxide,-10,Substanta INTERZISA in UE (Anexa II)
Trinickel disulfide; nickel subsulfied [1]; heazlewoodite [2],-10,Substanta INTERZISA in UE (Anexa II)
Tetracarbonylnickel,-10,Substanta INTERZISA in UE (Anexa II)
Nickel (II) sulfide [1]; nickel sulfide [2]; millerite[3],-10,Substanta INTERZISA in UE (Anexa II)
Potassium bromate,-10,Substanta INTERZISA in UE (Anexa II)
Carbon monoxide,-10,Substanta INTERZISA in UE (Anexa II)
"Buta-1,3-diene, see also entries 464-611",-10,Substanta INTERZISA in UE (Anexa II)
"Isobutane, if it contains = >0,1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Butane, if it contains = >0,1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), C3-4, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), catalytic cracked distillate and catalytic cracked naphtha fractionation absorber, if it contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), catalytic polymn. naphtha fractionation stabilizer, if it contains
> 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), catalytic reformed naphtha fractionation stabilizer, hydrogen sulfide-free, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), cracked distillate hydrotreater stripper, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), gas oil catalytic cracking absorber, if it contains > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), gas recovery plant, if it contains > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), gas recovery plant deethanizer, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), hydrodesulfurised distillate and hydrodesulfurized naphtha fractionator, acid-free, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), hydrodesulfurized vacuum gas oil stripper, hydrogen sulfide-free, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), isomerized naphtha fractionation stabilizer, if it contains > 0,1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), light straight-run naphtha stabilizer, hydrogen sulfide-free, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), straight-run distillate hydrodesulfurized, hydrogen sulfide-free, if it contains > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), propane-propylene alkylation feed prep deethanizer, if it contains > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Tail gas (petroleum), vacuum gas oil hydrodesulfurized, hydrogen sulfide-free, if it contains > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), catalytic cracked overheads, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Alkanes, C1-2, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Alkanes, C2-3, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Alkanes, C3-4, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Alkanes, C4-5, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Fuel-gases, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Fuel gases, crude oil distillates, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C3-4, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C4-5, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Hydrocarbons, C2-4, C3-rich, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Petroleum gases, liquefied, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Petroleum gases, liquefied, sweetened, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), C3-4, isobutane-rich, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Distillates (petroleum), C3-6, piperylene-rich , if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), amine system feed, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), benzene unit hydrodesulfurizer off, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), benzene unit recycle, hydrogen-rich, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), blend oil, hydrogen-nitrogen-rich, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), butane splitter overheads, if they contain > 0.1 % w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), C2-3, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), catalytic-cracked gas oil depropaniser bottoms, C4-rich acid-free, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), catalytic-cracked naphtha debutaniser bottoms, C3-5-rich, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), catalytic cracked naphtha depropanizer overhead, C3-rich acid-free, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
"Gases (petroleum), catalytic cracker, if they contain > 0.1% w/w Butadiene",-10,Substanta INTERZISA in UE (Anexa II)
